[2025-11-10 21:16:07] [INFO    ] discord.client: logging in using static token
[2025-11-10 21:16:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:46:37.447000+00:00', 'pinned': False, 'nonce': '5692195423259446289', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1437468500728746035', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You said hello', 'components': [], 'channel_type': 1, 'channel_id': '1437468495309832242', 'author': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'discriminator': '8925', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': []}}
[2025-11-10 21:16:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:37] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:16:37] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1437468495309832242/messages with {"content":"You said hello","components":[],"nonce":"5692195423259446289","enforce_nonce":true,"tts":false} has returned 200
[2025-11-10 21:16:37] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1437468495309832242/messages has received {'type': 0, 'content': 'You said hello', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-10T15:46:37.447000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1437468500728746035', 'channel_id': '1437468495309832242', 'author': {'id': '1437455786392420372', 'username': 'bot1437455786392420372', 'avatar': None, 'discriminator': '8925', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5692195423259446289'}
[2025-11-10 21:16:37] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-11-10 21:16:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 13, 'op': 0, 'd': {'user_id': '700204199841103943', 'timestamp': 1762789601, 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1436227694219104318', 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:41] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:41] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-10 21:16:41] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-10 21:16:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:46:43.750000+00:00', 'pinned': False, 'nonce': '1437468524288147456', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468527165575178', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!reply hi', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:43] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:16:43] [DEBUG   ] discord.client: Dispatching event command
[2025-11-10 21:16:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-11-10T15:46:44.194000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:46:43.750000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1437468527165575178', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!reply hi', 'components': [], 'channel_id': '1436227694219104318', 'author': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'attachments': []}, 'pinned': False, 'nonce': '14915982613512026510', 'message_reference': {'type': 0, 'message_id': '1437468527165575178', 'guild_id': '1436227692667076771', 'channel_id': '1436227694219104318'}, 'mentions': [{'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468529027973343', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'This is a reply to your message!', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'discriminator': '8925', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:43] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:16:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages with {"content":"This is a reply to your message!","components":[],"nonce":"14915982613512026510","enforce_nonce":true,"message_reference":{"message_id":1437468527165575178,"channel_id":1436227694219104318,"guild_id":1436227692667076771},"tts":false} has returned 200
[2025-11-10 21:16:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages has received {'type': 19, 'content': 'This is a reply to your message!', 'mentions': [{'id': '700204199841103943', 'username': 'tejaskumar', 'avatar': 'e4e163071f61f2205360ade06b4cfaef', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Tejas Kumar', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-10T15:46:44.194000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1437468529027973343', 'channel_id': '1436227694219104318', 'author': {'id': '1437455786392420372', 'username': 'bot1437455786392420372', 'avatar': None, 'discriminator': '8925', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '14915982613512026510', 'message_reference': {'type': 0, 'channel_id': '1436227694219104318', 'message_id': '1437468527165575178', 'guild_id': '1436227692667076771'}, 'referenced_message': {'type': 0, 'content': '!reply hi', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-10T15:46:43.750000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1437468527165575178', 'channel_id': '1436227694219104318', 'author': {'id': '700204199841103943', 'username': 'tejaskumar', 'avatar': 'e4e163071f61f2205360ade06b4cfaef', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Tejas Kumar', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2025-11-10 21:16:43] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-11-10 21:16:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2025-11-10 21:16:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-10 21:16:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 16, 'op': 0, 'd': {'user_id': '700204199841103943', 'timestamp': 1762789619, 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1436227694219104318', 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:59] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-10 21:16:59] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-10 21:17:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:47:04.533000+00:00', 'pinned': False, 'nonce': '1437468611781328896', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468614335795211', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!secret', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:04] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:17:04] [DEBUG   ] discord.client: Dispatching event command
[2025-11-10 21:17:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages with {"content":"You do not have permission to do that!","components":[],"nonce":"9503549983965075144","enforce_nonce":true,"tts":false} has returned 200
[2025-11-10 21:17:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages has received {'type': 0, 'content': 'You do not have permission to do that!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-10T15:47:04.966000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1437468616152056004', 'channel_id': '1436227694219104318', 'author': {'id': '1437455786392420372', 'username': 'bot1437455786392420372', 'avatar': None, 'discriminator': '8925', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '9503549983965075144'}
[2025-11-10 21:17:04] [DEBUG   ] discord.client: Dispatching event command_error
[2025-11-10 21:17:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:47:04.966000+00:00', 'pinned': False, 'nonce': '9503549983965075144', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468616152056004', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You do not have permission to do that!', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'discriminator': '8925', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:04] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:17:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 19, 'op': 0, 'd': {'user_id': '700204199841103943', 'timestamp': 1762789626, 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1436227694219104318', 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:06] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-10 21:17:06] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-10 21:17:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:47:07.222000+00:00', 'pinned': False, 'nonce': '1437468623181447168', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468625614143542', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!assign', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:07] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:17:07] [DEBUG   ] discord.client: Dispatching event command
[2025-11-10 21:17:07] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1436227692667076771/members/700204199841103943/roles/1437462889748238550 with None has returned 204
[2025-11-10 21:17:07] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1436227692667076771/members/700204199841103943/roles/1437462889748238550 has received 
[2025-11-10 21:17:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 21, 'op': 0, 'd': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'unusual_dm_activity_until': None, 'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'guild_id': '1436227692667076771', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-11-10 21:17:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:07] [DEBUG   ] discord.client: Dispatching event member_update
[2025-11-10 21:17:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:47:08.152000+00:00', 'pinned': False, 'nonce': '119195902801074602', 'mentions': [{'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468629515112509', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@700204199841103943> is now assigned to Gamer', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'discriminator': '8925', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:07] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:17:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages with {"content":"<@700204199841103943> is now assigned to Gamer","components":[],"nonce":"119195902801074602","enforce_nonce":true,"tts":false} has returned 200
[2025-11-10 21:17:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages has received {'type': 0, 'content': '<@700204199841103943> is now assigned to Gamer', 'mentions': [{'id': '700204199841103943', 'username': 'tejaskumar', 'avatar': 'e4e163071f61f2205360ade06b4cfaef', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Tejas Kumar', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-10T15:47:08.152000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1437468629515112509', 'channel_id': '1436227694219104318', 'author': {'id': '1437455786392420372', 'username': 'bot1437455786392420372', 'avatar': None, 'discriminator': '8925', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '119195902801074602'}
[2025-11-10 21:17:07] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-11-10 21:17:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 23, 'op': 0, 'd': {'user_id': '700204199841103943', 'timestamp': 1762789629, 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1436227694219104318', 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:09] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-10 21:17:09] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-10 21:17:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 24, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:47:09.849000+00:00', 'pinned': False, 'nonce': '1437468633797230592', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468636632584312', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!secret', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:09] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:17:09] [DEBUG   ] discord.client: Dispatching event command
[2025-11-10 21:17:10] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages with {"content":"Welcome to the club!","components":[],"nonce":"17960819760968589119","enforce_nonce":true,"tts":false} has returned 200
[2025-11-10 21:17:10] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages has received {'type': 0, 'content': 'Welcome to the club!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-10T15:47:10.172000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1437468637987602509', 'channel_id': '1436227694219104318', 'author': {'id': '1437455786392420372', 'username': 'bot1437455786392420372', 'avatar': None, 'discriminator': '8925', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17960819760968589119'}
[2025-11-10 21:17:10] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-11-10 21:17:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 25, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:47:10.172000+00:00', 'pinned': False, 'nonce': '17960819760968589119', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468637987602509', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Welcome to the club!', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'discriminator': '8925', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:10] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:17:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 26, 'op': 0, 'd': {'user_id': '700204199841103943', 'timestamp': 1762789638, 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1436227694219104318', 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:18] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-10 21:17:18] [DEBUG   ] discord.client: Dispatching event raw_typing
